 bin    Ex    Popul.    J= 0.0    J= 1.0    J= 2.0    J= 3.0    J= 4.0    J= 5.0    J= 6.0    J= 7.0    J= 8.0    J= 9.0 J= 10.0 J= 11.0 J= 12.0 J= 13.0 J= 14.0 J= 15.0 J= 16.0 J= 17.0 J= 18.0 J= 19.0 J= 20.0 J= 21.0 J= 22.0 J= 23.0 J= 24.0 J= 25.0 J= 26.0 J= 27.0 J= 28.0 J= 29.0

78 6.688 0.0 0.01169 0.03413 0.05386 0.06949 0.08013 0.08547 0.08578 0.0818 0.07456 0.06522 0.0549 0.04457 0.03494 0.02649 0.01943 0.01381 0.00951 0.00635 0.00411 0.00258 0.00157 0.00093 0.00054 0.0003 0.00016 9e-05 4e-05 2e-05 1e-05 0.0
79 6.776 0.0 0.01149 0.03356 0.05301 0.06847 0.07908 0.08452 0.08504 0.08133 0.07438 0.0653 0.0552 0.04501 0.03546 0.02702 0.01994 0.01426 0.00988 0.00664 0.00433 0.00274 0.00169 0.00101 0.00058 0.00033 0.00018 0.0001 5e-05 3e-05 1e-05 1e-05
80 6.864 0.0 0.01129 0.033 0.05217 0.06747 0.07805 0.08359 0.08431 0.08085 0.07418 0.06536 0.05547 0.04543 0.03596 0.02755 0.02044 0.0147 0.01026 0.00694 0.00456 0.00291 0.0018 0.00109 0.00064 0.00036 0.0002 0.00011 6e-05 3e-05 1e-05 1e-05
81 6.952 0.0 0.01111 0.03246 0.05136 0.0665 0.07705 0.08267 0.08358 0.08037 0.07396 0.0654 0.05571 0.04583 0.03645 0.02806 0.02093 0.01514 0.01063 0.00724 0.00479 0.00308 0.00192 0.00117 0.00069 0.0004 0.00022 0.00012 6e-05 3e-05 2e-05 1e-05
82 7.04 0.0 0.01092 0.03194 0.05057 0.06555 0.07606 0.08177 0.08285 0.07988 0.07373 0.06542 0.05594 0.0462 0.03691 0.02856 0.02142 0.01558 0.011 0.00754 0.00503 0.00325 0.00205 0.00125 0.00075 0.00043 0.00024 0.00013 7e-05 4e-05 2e-05 1e-05
83 7.129 0.0 0.01074 0.03143 0.0498 0.06462 0.07509 0.08088 0.08213 0.07939 0.07349 0.06542 0.05615 0.04656 0.03736 0.02904 0.02189 0.01601 0.01137 0.00785 0.00526 0.00343 0.00217 0.00134 0.0008 0.00047 0.00027 0.00015 8e-05 4e-05 2e-05 1e-05
84 7.217 0.0 0.01057 0.03093 0.04905 0.06372 0.07414 0.08 0.08141 0.07889 0.07324 0.0654 0.05633 0.0469 0.03779 0.02951 0.02236 0.01644 0.01175 0.00815 0.0055 0.00361 0.00231 0.00143 0.00087 0.00051 0.00029 0.00016 9e-05 5e-05 2e-05 1e-05
85 7.305 0.0 0.0104 0.03045 0.04832 0.06283 0.07322 0.07913 0.08069 0.07838 0.07297 0.06537 0.0565 0.04721 0.0382 0.02997 0.02282 0.01687 0.01211 0.00846 0.00574 0.00379 0.00244 0.00153 0.00093 0.00055 0.00032 0.00018 0.0001 5e-05 3e-05 1e-05
86 7.393 0.0 0.01024 0.02998 0.0476 0.06197 0.07231 0.07828 0.07999 0.07788 0.0727 0.06532 0.05664 0.04751 0.0386 0.03042 0.02326 0.01728 0.01248 0.00876 0.00599 0.00398 0.00258 0.00162 0.001 0.0006 0.00035 0.0002 0.00011 6e-05 3e-05 2e-05
87 7.482 0.0 0.01008 0.02952 0.04691 0.06112 0.07141 0.07744 0.07928 0.07737 0.07241 0.06525 0.05677 0.04779 0.03898 0.03085 0.0237 0.0177 0.01285 0.00907 0.00623 0.00417 0.00272 0.00172 0.00107 0.00064 0.00038 0.00022 0.00012 7e-05 3e-05 2e-05
88 7.57 0.0 0.00992 0.02908 0.04623 0.0603 0.07054 0.07661 0.07859 0.07686 0.07212 0.06517 0.05689 0.04805 0.03935 0.03126 0.02413 0.0181 0.01321 0.00938 0.00648 0.00436 0.00286 0.00183 0.00114 0.00069 0.00041 0.00024 0.00013 7e-05 4e-05 2e-05
89 7.658 0.0 0.00977 0.02865 0.04557 0.05949 0.06968 0.0758 0.07789 0.07635 0.07182 0.06508 0.05698 0.0483 0.0397 0.03167 0.02455 0.0185 0.01357 0.00968 0.00673 0.00456 0.00301 0.00193 0.00121 0.00074 0.00044 0.00026 0.00015 8e-05 4e-05 2e-05
