 bin    Ex    Popul.    J= 0.0    J= 1.0    J= 2.0    J= 3.0    J= 4.0    J= 5.0    J= 6.0    J= 7.0    J= 8.0    J= 9.0 J= 10.0 J= 11.0 J= 12.0 J= 13.0 J= 14.0 J= 15.0 J= 16.0 J= 17.0 J= 18.0 J= 19.0 J= 20.0 J= 21.0 J= 22.0 J= 23.0 J= 24.0 J= 25.0 J= 26.0 J= 27.0 J= 28.0 J= 29.0

21 1.659 0.0 0.10186 0.24602 0.2658 0.19421 0.10493 0.04339 0.01397 0.00353 0.00071 0.00011 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
22 1.747 0.0 0.09087 0.22472 0.25451 0.1996 0.11851 0.05514 0.02045 0.0061 0.00147 0.00029 5e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
23 1.835 0.0 0.08199 0.20664 0.24308 0.20179 0.12925 0.06611 0.02747 0.00936 0.00263 0.00061 0.00012 2e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
24 1.923 0.0 0.07467 0.19114 0.23195 0.20176 0.13753 0.07604 0.03469 0.01319 0.0042 0.00113 0.00025 5e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
25 2.012 0.0 0.06852 0.17771 0.22134 0.2002 0.14375 0.08483 0.04184 0.01742 0.00616 0.00186 0.00048 0.00011 2e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
26 2.1 0.0 0.06329 0.16597 0.21134 0.19759 0.14829 0.09247 0.04874 0.02192 0.00846 0.00282 0.00081 0.0002 4e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
27 2.188 0.0 0.05879 0.15563 0.20197 0.19427 0.15144 0.09902 0.05525 0.02655 0.01106 0.00401 0.00127 0.00035 9e-05 2e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
28 2.276 0.0 0.05487 0.14646 0.19322 0.19051 0.15348 0.10457 0.0613 0.03121 0.01389 0.00542 0.00186 0.00056 0.00015 4e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
29 2.365 0.0 0.05143 0.13826 0.18506 0.18646 0.15462 0.10922 0.06686 0.03581 0.01688 0.00703 0.0026 0.00085 0.00025 6e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
30 2.453 0.0 0.04838 0.13091 0.17747 0.18226 0.15504 0.11307 0.07191 0.04027 0.01998 0.00882 0.00347 0.00122 0.00038 0.00011 3e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
31 2.541 0.0 0.04567 0.12426 0.17038 0.17799 0.15489 0.11621 0.07647 0.04456 0.02313 0.01074 0.00447 0.00168 0.00056 0.00017 5e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
32 2.629 0.0 0.04323 0.11824 0.16377 0.17372 0.15428 0.11873 0.08055 0.04864 0.0263 0.01279 0.0056 0.00222 0.00079 0.00026 8e-05 2e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
33 2.717 0.0 0.04103 0.11274 0.1576 0.16949 0.1533 0.12072 0.08418 0.05249 0.02944 0.01491 0.00684 0.00285 0.00108 0.00037 0.00012 3e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
34 2.806 0.0 0.03904 0.10771 0.15183 0.16532 0.15204 0.12223 0.08739 0.05609 0.03252 0.0171 0.00818 0.00356 0.00142 0.00052 0.00017 5e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
35 2.894 0.0 0.03723 0.1031 0.14642 0.16125 0.15055 0.12334 0.0902 0.05945 0.03553 0.01933 0.0096 0.00436 0.00181 0.00069 0.00024 8e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
36 2.982 0.0 0.03557 0.09884 0.14135 0.15729 0.14889 0.12411 0.09266 0.06256 0.03843 0.02157 0.01109 0.00523 0.00227 0.00091 0.00033 0.00011 4e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
37 3.07 0.0 0.03405 0.09491 0.13659 0.15344 0.1471 0.12457 0.09478 0.06543 0.04123 0.0238 0.01263 0.00617 0.00278 0.00116 0.00044 0.00016 5e-05 2e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
38 3.159 0.0 0.03264 0.09126 0.13211 0.14971 0.1452 0.12476 0.09661 0.06807 0.0439 0.02602 0.01421 0.00717 0.00335 0.00145 0.00058 0.00022 7e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
39 3.247 0.0 0.03134 0.08787 0.12789 0.1461 0.14323 0.12474 0.09816 0.07047 0.04644 0.0282 0.01583 0.00822 0.00396 0.00177 0.00074 0.00029 0.0001 3e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
40 3.335 0.0 0.03014 0.08471 0.1239 0.14261 0.14121 0.12453 0.09947 0.07267 0.04885 0.03034 0.01746 0.00932 0.00463 0.00214 0.00092 0.00037 0.00014 5e-05 2e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
41 3.423 0.0 0.02902 0.08176 0.12014 0.13924 0.13916 0.12415 0.10055 0.07466 0.05113 0.03242 0.01909 0.01046 0.00534 0.00254 0.00113 0.00047 0.00018 7e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
42 3.511 0.0 0.02798 0.07899 0.11658 0.13599 0.13709 0.12363 0.10144 0.07647 0.05328 0.03445 0.02072 0.01163 0.00609 0.00298 0.00137 0.00059 0.00024 9e-05 3e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
43 3.6 0.0 0.02701 0.0764 0.11321 0.13286 0.13502 0.12299 0.10214 0.07809 0.05529 0.0364 0.02235 0.01282 0.00688 0.00346 0.00163 0.00072 0.0003 0.00012 4e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
44 3.688 0.0 0.0261 0.07396 0.11001 0.12984 0.13294 0.12224 0.10268 0.07954 0.05718 0.03829 0.02395 0.01403 0.0077 0.00397 0.00192 0.00087 0.00037 0.00015 6e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
45 3.776 0.0 0.02524 0.07166 0.10697 0.12692 0.13088 0.12142 0.10307 0.08084 0.05894 0.0401 0.02553 0.01525 0.00855 0.00451 0.00224 0.00105 0.00046 0.00019 7e-05 3e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
46 3.864 0.0 0.02444 0.0695 0.10408 0.12411 0.12884 0.12052 0.10333 0.08199 0.06058 0.04184 0.02709 0.01647 0.00942 0.00508 0.00258 0.00124 0.00056 0.00024 0.0001 4e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
47 3.953 0.0 0.02368 0.06745 0.10133 0.1214 0.12681 0.11955 0.10347 0.08301 0.0621 0.0435 0.02861 0.0177 0.01032 0.00567 0.00295 0.00145 0.00067 0.00029 0.00012 5e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
48 4.041 0.0 0.02297 0.06551 0.09871 0.11878 0.12481 0.11854 0.10351 0.0839 0.06351 0.04508 0.03009 0.01892 0.01123 0.00629 0.00334 0.00167 0.00079 0.00036 0.00015 6e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
49 4.129 0.0 0.02229 0.06367 0.09621 0.11626 0.12284 0.11749 0.10345 0.08468 0.06482 0.04659 0.03153 0.02013 0.01215 0.00693 0.00375 0.00192 0.00093 0.00043 0.00019 8e-05 3e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
50 4.217 0.0 0.02165 0.06193 0.09382 0.11382 0.12091 0.1164 0.1033 0.08534 0.06602 0.04802 0.03293 0.02133 0.01308 0.00759 0.00418 0.00218 0.00108 0.00051 0.00023 0.0001 4e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0
51 4.305 0.0 0.02105 0.06027 0.09153 0.11147 0.119 0.11528 0.10308 0.08591 0.06713 0.04938 0.03429 0.02252 0.01401 0.00827 0.00463 0.00247 0.00125 0.0006 0.00028 0.00012 5e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0
52 4.394 0.0 0.02047 0.05869 0.08935 0.1092 0.11713 0.11415 0.1028 0.08638 0.06814 0.05066 0.0356 0.02369 0.01495 0.00896 0.00511 0.00277 0.00143 0.0007 0.00033 0.00015 6e-05 3e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0
53 4.482 0.0 0.01992 0.05719 0.08726 0.107 0.11529 0.11299 0.10245 0.08677 0.06907 0.05187 0.03686 0.02484 0.01589 0.00966 0.00559 0.00308 0.00162 0.00081 0.00039 0.00018 8e-05 3e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0
54 4.57 0.0 0.0194 0.05576 0.08525 0.10488 0.11349 0.11182 0.10204 0.08708 0.06991 0.05302 0.03808 0.02596 0.01682 0.01038 0.0061 0.00341 0.00182 0.00093 0.00045 0.00021 9e-05 4e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0
55 4.658 0.0 0.01891 0.05439 0.08333 0.10283 0.11173 0.11065 0.10159 0.08732 0.07068 0.05409 0.03925 0.02706 0.01775 0.0111 0.00661 0.00376 0.00204 0.00106 0.00053 0.00025 0.00011 5e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0
56 4.747 0.0 0.01844 0.05308 0.08148 0.10085 0.11 0.10947 0.1011 0.08749 0.07137 0.0551 0.04038 0.02814 0.01868 0.01182 0.00714 0.00412 0.00227 0.0012 0.0006 0.00029 0.00013 6e-05 3e-05 1e-05 0.0 0.0 0.0 0.0 0.0 0.0
57 4.835 0.0 0.01798 0.05183 0.07971 0.09893 0.10831 0.10829 0.10057 0.0876 0.07199 0.05605 0.04145 0.02919 0.01959 0.01255 0.00768 0.00449 0.00252 0.00135 0.00069 0.00034 0.00016 7e-05 3e-05 1e-05 1e-05 0.0 0.0 0.0 0.0 0.0
58 4.923 0.0 0.01755 0.05063 0.078 0.09707 0.10665 0.10711 0.1 0.08765 0.07255 0.05694 0.04249 0.03021 0.02049 0.01328 0.00823 0.00488 0.00277 0.00151 0.00079 0.00039 0.00019 9e-05 4e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0
59 5.011 0.0 0.01714 0.04948 0.07636 0.09527 0.10503 0.10593 0.09941 0.08765 0.07304 0.05777 0.04347 0.0312 0.02138 0.01401 0.00879 0.00528 0.00304 0.00168 0.00089 0.00045 0.00022 0.0001 5e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0
60 5.099 0.0 0.01674 0.04838 0.07478 0.09352 0.10345 0.10476 0.09879 0.0876 0.07348 0.05854 0.04442 0.03216 0.02226 0.01474 0.00935 0.00569 0.00332 0.00186 0.001 0.00051 0.00025 0.00012 6e-05 2e-05 1e-05 0.0 0.0 0.0 0.0 0.0
61 5.188 0.0 0.01636 0.04732 0.07326 0.09183 0.1019 0.10359 0.09815 0.08751 0.07386 0.05926 0.04531 0.03309 0.02312 0.01547 0.00992 0.0061 0.0036 0.00204 0.00111 0.00058 0.00029 0.00014 7e-05 3e-05 1e-05 1e-05 0.0 0.0 0.0 0.0
62 5.276 0.0 0.016 0.0463 0.07179 0.0902 0.10038 0.10243 0.09749 0.08737 0.07419 0.05992 0.04617 0.034 0.02397 0.01619 0.01049 0.00653 0.0039 0.00224 0.00124 0.00066 0.00034 0.00016 8e-05 4e-05 2e-05 1e-05 0.0 0.0 0.0 0.0
63 5.364 0.0 0.01565 0.04532 0.07037 0.08861 0.09889 0.10128 0.09681 0.0872 0.07447 0.06054 0.04698 0.03487 0.02479 0.01691 0.01107 0.00696 0.00421 0.00245 0.00137 0.00074 0.00038 0.00019 9e-05 4e-05 2e-05 1e-05 0.0 0.0 0.0 0.0
64 5.452 0.0 0.01531 0.04438 0.06901 0.08706 0.09744 0.10014 0.09611 0.087 0.07471 0.06111 0.04775 0.03572 0.02561 0.01762 0.01165 0.0074 0.00452 0.00266 0.00151 0.00082 0.00043 0.00022 0.00011 5e-05 2e-05 1e-05 0.0 0.0 0.0 0.0
65 5.541 0.0 0.01499 0.04347 0.06769 0.08557 0.09602 0.09901 0.09541 0.08676 0.0749 0.06164 0.04849 0.03653 0.0264 0.01832 0.01222 0.00785 0.00485 0.00288 0.00165 0.00091 0.00049 0.00025 0.00012 6e-05 3e-05 1e-05 1e-05 0.0 0.0 0.0
66 5.629 0.0 0.01468 0.0426 0.06641 0.08411 0.09463 0.09789 0.09469 0.0865 0.07506 0.06212 0.04918 0.03731 0.02717 0.01902 0.0128 0.0083 0.00518 0.00311 0.0018 0.00101 0.00054 0.00028 0.00014 7e-05 3e-05 1e-05 1e-05 0.0 0.0 0.0
67 5.717 0.0 0.01438 0.04175 0.06517 0.0827 0.09327 0.09678 0.09397 0.0862 0.07518 0.06257 0.04984 0.03807 0.02793 0.0197 0.01338 0.00875 0.00551 0.00335 0.00196 0.00111 0.00061 0.00032 0.00016 8e-05 4e-05 2e-05 1e-05 0.0 0.0 0.0
68 5.805 0.0 0.01409 0.04094 0.06398 0.08133 0.09194 0.09568 0.09323 0.08589 0.07526 0.06297 0.05046 0.03879 0.02866 0.02038 0.01395 0.00921 0.00586 0.0036 0.00213 0.00122 0.00067 0.00036 0.00019 9e-05 4e-05 2e-05 1e-05 0.0 0.0 0.0
69 5.894 0.0 0.01381 0.04015 0.06282 0.08 0.09064 0.0946 0.0925 0.08555 0.07531 0.06334 0.05104 0.03949 0.02938 0.02104 0.01452 0.00967 0.00621 0.00385 0.0023 0.00133 0.00074 0.0004 0.00021 0.00011 5e-05 2e-05 1e-05 0.0 0.0 0.0
70 5.982 0.0 0.01354 0.03939 0.0617 0.0787 0.08937 0.09353 0.09175 0.08519 0.07532 0.06367 0.05159 0.04016 0.03008 0.0217 0.01509 0.01013 0.00656 0.00411 0.00248 0.00145 0.00082 0.00045 0.00024 0.00012 6e-05 3e-05 1e-05 1e-05 0.0 0.0
71 6.07 0.0 0.01328 0.03866 0.06062 0.07744 0.08813 0.09248 0.09101 0.08482 0.07531 0.06396 0.05211 0.0408 0.03075 0.02234 0.01566 0.01059 0.00692 0.00437 0.00267 0.00157 0.0009 0.0005 0.00027 0.00014 7e-05 3e-05 2e-05 1e-05 0.0 0.0
72 6.158 0.0 0.01303 0.03795 0.05956 0.07621 0.08691 0.09143 0.09026 0.08443 0.07527 0.06423 0.05259 0.04142 0.03141 0.02297 0.01621 0.01105 0.00728 0.00464 0.00286 0.0017 0.00098 0.00055 0.0003 0.00016 8e-05 4e-05 2e-05 1e-05 0.0 0.0
73 6.246 0.0 0.01279 0.03726 0.05854 0.07502 0.08572 0.0904 0.08951 0.08402 0.07521 0.06446 0.05305 0.042 0.03205 0.02359 0.01677 0.01152 0.00765 0.00491 0.00305 0.00184 0.00107 0.0006 0.00033 0.00018 9e-05 4e-05 2e-05 1e-05 0.0 0.0
74 6.335 0.0 0.01256 0.03659 0.05755 0.07386 0.08455 0.08939 0.08877 0.0836 0.07512 0.06467 0.05347 0.04257 0.03267 0.0242 0.01731 0.01198 0.00802 0.00519 0.00326 0.00198 0.00116 0.00066 0.00037 0.0002 0.0001 5e-05 3e-05 1e-05 1e-05 0.0
75 6.423 0.0 0.01233 0.03595 0.05659 0.07272 0.08341 0.08839 0.08802 0.08316 0.07501 0.06484 0.05387 0.0431 0.03326 0.02479 0.01785 0.01244 0.00839 0.00547 0.00346 0.00212 0.00126 0.00073 0.00041 0.00022 0.00012 6e-05 3e-05 1e-05 1e-05 0.0
76 6.511 0.0 0.01211 0.03532 0.05565 0.07162 0.08229 0.0874 0.08727 0.08272 0.07488 0.06499 0.05424 0.04362 0.03384 0.02537 0.01839 0.0129 0.00876 0.00576 0.00367 0.00227 0.00136 0.00079 0.00045 0.00024 0.00013 7e-05 3e-05 2e-05 1e-05 0.0
77 6.599 0.0 0.0119 0.03472 0.05475 0.07054 0.0812 0.08643 0.08653 0.08227 0.07473 0.06512 0.05459 0.0441 0.0344 0.02593 0.01891 0.01335 0.00913 0.00605 0.00389 0.00242 0.00147 0.00086 0.00049 0.00027 0.00015 8e-05 4e-05 2e-05 1e-05 0.0
